d1,type,d2
DB05676,45,DB04898
DB01254,45,DB06441
DB05266,45,DB00775
DB08991,45,DB00278
DB05266,45,DB00498
DB00775,45,DB12598
DB02709,45,DB08814
DB01254,45,DB00974
DB08954,45,DB00974
DB04951,45,DB04272
DB08976,45,DB00278
DB06605,45,DB09075
DB08814,45,DB00569
DB01236,45,DB04898
DB09215,45,DB00569
DB00744,45,DB00498
DB00749,45,DB00498
DB01254,45,DB00261
DB00210,45,DB09075
DB06739,45,DB00278
DB06605,45,DB06154
DB01254,45,DB04743
DB09084,45,DB00686
DB06206,45,DB06605
DB02709,45,DB06154
DB01207,45,DB00975
DB09283,45,DB08816
DB04951,45,DB12598
DB00749,45,DB00686
DB00775,45,DB00975
DB01236,45,DB11268
DB12598,45,DB00498
DB00972,45,DB11268
DB02709,45,DB00974
DB09084,45,DB06695
DB00498,45,DB11268
DB08954,45,DB00775
DB00975,45,DB00569
DB00972,45,DB00569
DB01254,45,DB08814
DB08976,45,DB06695
DB08814,45,DB11362
DB08816,45,DB11362
DB09283,45,DB06441
DB00374,45,DB00569
DB01628,45,DB06695
DB06206,45,DB00569
DB06209,45,DB04272
DB11362,45,DB00498
DB04743,45,DB11268
DB00210,45,DB06605
DB00775,45,DB00974
DB00261,45,DB06441
DB00972,45,DB09030
DB00975,45,DB09030
DB13167,45,DB04272
DB00465,45,DB00686
DB00932,45,DB00498
DB06695,45,DB00569
DB09283,45,DB00261
DB08991,45,DB06154
DB05676,45,DB00498
DB08954,45,DB00569
DB09084,45,DB06605
DB04743,45,DB04272
DB00686,45,DB09075
DB09030,45,DB01166
DB08976,45,DB04898
DB00482,45,DB12598
DB00821,45,DB04898
DB08976,45,DB00498
DB08816,45,DB11268
DB08814,45,DB11268
DB01207,45,DB01166
DB09084,45,DB00498
DB01207,45,DB04898
DB00972,45,DB06695
DB00975,45,DB06695
DB00975,45,DB00278
DB00605,45,DB00278
DB04898,45,DB06695
DB01207,45,DB11362
DB00374,45,DB06695
DB01207,45,DB12598
DB04951,45,DB09075
DB00775,45,DB00278
DB04743,45,DB11362
DB00261,45,DB12598
DB09215,45,DB11268
DB06206,45,DB00974
DB00775,45,DB01166
DB01406,45,DB00498
DB05266,45,DB00569
DB05266,45,DB00974
DB09215,45,DB06695
DB08439,45,DB06154
DB09283,45,DB00775
DB01628,45,DB04272
DB00605,45,DB06154
DB00261,45,DB11362
DB00210,45,DB00569
DB01207,45,DB06209
DB08439,45,DB09075
DB06441,45,DB09075
DB01628,45,DB11268
DB11362,45,DB06154
DB05266,45,DB08814
DB01166,45,DB06695
DB08954,45,DB11268
DB08981,45,DB06154
DB08954,45,DB00278
DB08981,45,DB04272
DB00163,45,DB00498
DB09215,45,DB06605
DB01181,45,DB00498
DB05266,45,DB09030
DB09215,45,DB09075
DB01236,45,DB01166
DB01628,45,DB00974
DB08439,45,DB00974
DB02709,45,DB06695
DB00975,45,DB11268
DB00974,45,DB11268
DB04743,45,DB04898
DB08814,45,DB12598
DB08816,45,DB12598
DB00975,45,DB00498
DB00605,45,DB04272
DB13167,45,DB00569
DB08816,45,DB00569
DB00278,45,DB04272
DB00686,45,DB00569
DB00975,45,DB04272
DB06209,45,DB09075
DB00775,45,DB00569
DB01254,45,DB06154
DB00500,45,DB04272
DB09215,45,DB06154
DB06206,45,DB09075
DB09084,45,DB00974
DB05266,45,DB06209
DB00163,45,DB00686
DB02709,45,DB00278
DB06695,45,DB00974
DB01207,45,DB00974
DB06739,45,DB06695
DB09070,45,DB12598
DB09075,45,DB12598
DB13167,45,DB12598
DB06605,45,DB06695
DB00569,45,DB11268
DB00210,45,DB11268
DB00821,45,DB00498
DB00827,45,DB00498
DB04743,45,DB08816
DB00465,45,DB04898
DB01088,45,DB06695
DB12598,45,DB00278
DB00932,45,DB00974
DB06209,45,DB11268
DB06206,45,DB11268
DB09084,45,DB00278
DB09215,45,DB04898
DB11362,45,DB04898
DB00500,45,DB06154
DB00163,45,DB06605
DB04743,45,DB00261
DB09215,45,DB12598
DB06441,45,DB12598
DB08976,45,DB06154
DB08976,45,DB00569
DB08954,45,DB08814
DB08991,45,DB04272
DB00176,45,DB00498
DB08954,45,DB04898
DB00821,45,DB06605
DB01207,45,DB09030
DB08954,45,DB00498
DB00775,45,DB06695
DB09030,45,DB08816
DB00775,45,DB00498
DB05676,45,DB06605
DB01088,45,DB00498
DB02709,45,DB06441
DB00261,45,DB09075
DB01628,45,DB00686
DB00605,45,DB06695
DB00686,45,DB00498
DB00685,45,DB00498
DB06206,45,DB00498
DB01166,45,DB00569
DB06209,45,DB00498
DB00821,45,DB06695
DB00482,45,DB00278
DB06441,45,DB06154
DB01088,45,DB11362
DB00261,45,DB04272
DB00975,45,DB01166
DB08439,45,DB04272
DB00482,45,DB00686
DB08976,45,DB06605
DB08976,45,DB04272
DB00374,45,DB00686
DB00465,45,DB04272
DB00500,45,DB00569
DB00686,45,DB11268
DB04272,45,DB06154
DB05676,45,DB06154
DB06441,45,DB04898
DB06441,45,DB11362
DB00163,45,DB00569
DB00686,45,DB04272
DB00775,45,DB06209
DB04272,45,DB11268
DB06695,45,DB04272
DB01254,45,DB00975
DB00374,45,DB06154
DB05676,45,DB06695
DB09075,45,DB00278
DB02709,45,DB00775
DB11362,45,DB00278
DB00975,45,DB06154
DB00974,45,DB06154
DB00972,45,DB06154
DB00210,45,DB00974
DB08991,45,DB00974
DB12598,45,DB11268
DB04898,45,DB06154
DB00482,45,DB06605
DB06695,45,DB11268
DB09030,45,DB00261
DB00975,45,DB06209
DB00972,45,DB06209
DB06209,45,DB08814
DB00163,45,DB06695
DB00210,45,DB00498
DB01166,45,DB00498
DB00500,45,DB04898
DB09283,45,DB00569
DB08981,45,DB00569
DB08439,45,DB00498
DB01236,45,DB09030
DB06739,45,DB00686
DB00821,45,DB00278
DB13167,45,DB06695
DB01236,45,DB11362
DB08991,45,DB11268
DB12598,45,DB04272
DB01236,45,DB12598
DB02709,45,DB00569
DB08439,45,DB04898
DB01236,45,DB00498
DB00278,45,DB04898
DB00210,45,DB04272
DB01236,45,DB09075
DB04898,45,DB11268
DB05676,45,DB00569
DB05266,45,DB11268
DB00749,45,DB09075
DB01166,45,DB11268
DB00744,45,DB09075
DB06441,45,DB04272
DB08816,45,DB00278
DB00210,45,DB00278
DB06209,45,DB01166
DB00163,45,DB04898
DB08814,45,DB00278
DB09283,45,DB00278
DB00163,45,DB11268
DB05266,45,DB11362
DB01236,45,DB06154
DB01166,45,DB06154
DB06206,45,DB04272
DB05266,45,DB04272
DB01088,45,DB00974
DB00500,45,DB11268
DB01254,45,DB00775
DB05266,45,DB09075
DB04743,45,DB00974
DB08991,45,DB09075
DB01166,45,DB08814
DB01236,45,DB06209
DB00749,45,DB06154
DB09030,45,DB08814
DB01254,45,DB00686
DB00744,45,DB06154
DB00261,45,DB00974
DB00569,45,DB06154
DB00972,45,DB00498
DB00686,45,DB00974
DB00465,45,DB00974
DB08954,45,DB06154
DB06605,45,DB12598
DB00261,45,DB08816
DB04743,45,DB00498
DB08954,45,DB04272
DB00605,45,DB12598
DB00374,45,DB00498
DB00605,45,DB04898
DB00932,45,DB00278
DB05676,45,DB11268
DB08981,45,DB11268
DB01207,45,DB00498
DB00261,45,DB04898
DB01207,45,DB09075
DB08991,45,DB04898
DB00932,45,DB06695
DB08976,45,DB00686
DB06739,45,DB00974
DB00821,45,DB00686
DB04951,45,DB00569
DB09030,45,DB06695
DB00605,45,DB00686
DB00744,45,DB00569
DB00210,45,DB00686
DB05676,45,DB09075
DB08991,45,DB00569
DB08816,45,DB06695
DB08814,45,DB06695
DB05676,45,DB00686
DB02709,45,DB04898
DB04743,45,DB00278
DB00972,45,DB08814
DB00465,45,DB09075
DB00975,45,DB08814
DB00775,45,DB06154
DB05266,45,DB06441
DB08814,45,DB04898
DB00374,45,DB06605
DB05266,45,DB01166
DB00744,45,DB12598
DB00278,45,DB00974
DB08816,45,DB00498
DB08954,45,DB00975
DB06605,45,DB04898
DB09215,45,DB04272
DB09084,45,DB12598
DB08439,45,DB06605
DB00749,45,DB12598
DB08814,45,DB09075
DB01254,45,DB01207
DB00605,45,DB06605
DB04951,45,DB00974
DB13167,45,DB00498
DB01254,45,DB09030
DB05266,45,DB00975
DB00744,45,DB06695
DB00749,45,DB06695
DB09215,45,DB00498
DB06441,45,DB08816
DB09070,45,DB00498
DB02709,45,DB09075
DB00498,45,DB04898
DB08954,45,DB11362
DB05266,45,DB08816
DB01254,45,DB04898
DB01320,45,DB00498
DB06209,45,DB06154
DB02709,45,DB11362
DB01166,45,DB11362
DB05266,45,DB00261
DB02709,45,DB12598
DB05266,45,DB06695
DB00163,45,DB04272
DB00749,45,DB00569
DB01166,45,DB12598
DB08439,45,DB00569
DB00749,45,DB11268
DB00744,45,DB11268
DB04951,45,DB00498
DB09283,45,DB00974
DB00163,45,DB00974
DB05266,45,DB06154
DB00465,45,DB00569
DB00163,45,DB06154
DB05266,45,DB12598
DB01236,45,DB00775
DB08976,45,DB09075
DB00261,45,DB00569
DB08954,45,DB06441
DB00744,45,DB06605
DB00749,45,DB06605
DB08954,45,DB08816
DB01207,45,DB06695
DB01166,45,DB04272
DB00975,45,DB00974
DB06206,45,DB00278
DB00482,45,DB00974
DB06154,45,DB11268
DB00775,45,DB06441
DB08991,45,DB00498
DB00972,45,DB00775
DB08814,45,DB00974
DB08816,45,DB00974
DB00744,45,DB00686
DB08954,45,DB06695
DB09008,45,DB00498
DB00482,45,DB06695
DB01628,45,DB04898
DB00482,45,DB04898
DB00605,45,DB09075
DB00261,45,DB06695
DB09070,45,DB00974
DB09075,45,DB00974
DB00821,45,DB04272
DB09084,45,DB06154
DB00775,45,DB09075
DB02709,45,DB11268
DB00972,45,DB11362
DB00686,45,DB00278
DB00975,45,DB11362
DB00261,45,DB00278
DB05676,45,DB04272
DB00775,45,DB08814
DB01254,45,DB00569
DB08439,45,DB11268
DB00482,45,DB04272
DB00972,45,DB12598
DB00975,45,DB12598
DB00932,45,DB04898
DB00465,45,DB00278
DB01207,45,DB06154
DB01207,45,DB04272
DB04743,45,DB12598
DB08814,45,DB08816
DB01207,45,DB00775
DB13167,45,DB09075
DB05266,45,DB04898
DB00278,45,DB00569
DB06605,45,DB00569
DB04951,45,DB04898
DB01628,45,DB12598
DB01254,45,DB00972
DB00932,45,DB06154
DB00465,45,DB11268
DB01236,45,DB06695
DB00501,45,DB00498
DB06441,45,DB00569
DB01166,45,DB06441
DB00261,45,DB11268
DB00498,45,DB00974
DB06739,45,DB00569
DB00972,45,DB00975
DB00437,45,DB00498
DB09070,45,DB06605
DB13167,45,DB00974
DB08991,45,DB00686
DB08981,45,DB00278
DB01236,45,DB06441
DB00500,45,DB00498
DB13167,45,DB00686
DB00498,45,DB06695
DB00500,45,DB12598
DB01166,45,DB08816
DB08439,45,DB12598
DB04951,45,DB06695
DB00163,45,DB09075
DB00163,45,DB12598
DB00278,45,DB06695
DB09283,45,DB11268
DB04951,45,DB11268
DB01166,45,DB09075
DB09283,45,DB11362
DB09283,45,DB01166
DB00932,45,DB12598
DB06154,45,DB06695
DB00569,45,DB04272
DB09075,45,DB00569
DB01236,45,DB08814
DB01236,45,DB00278
DB00775,45,DB11268
DB08814,45,DB04272
DB01254,45,DB11268
DB06441,45,DB06695
DB08816,45,DB04272
DB06209,45,DB09030
DB01254,45,DB01088
DB04743,45,DB00569
DB01605,45,DB00498
DB06209,45,DB06695
DB06206,45,DB06695
DB00210,45,DB06154
DB02709,45,DB01166
DB00821,45,DB00974
DB08954,45,DB09075
DB06605,45,DB11268
DB06605,45,DB04272
DB11362,45,DB06605
DB04951,45,DB00278
DB06739,45,DB11268
DB09283,45,DB09075
DB02709,45,DB06209
DB08981,45,DB00686
DB06739,45,DB12598
DB01207,45,DB06441
DB00972,45,DB06441
DB00975,45,DB06441
DB00932,45,DB06605
DB00193,45,DB00498
DB00465,45,DB06695
DB00686,45,DB06695
DB09070,45,DB00278
DB01207,45,DB08816
DB00605,45,DB00498
DB00602,45,DB00498
DB08954,45,DB12598
DB00374,45,DB09075
DB00775,45,DB04272
DB01207,45,DB00261
DB08981,45,DB00498
DB00374,45,DB04272
DB01628,45,DB09075
DB01241,45,DB00498
DB06605,45,DB00974
DB00974,45,DB04272
DB00972,45,DB04272
DB05676,45,DB12598
DB08981,45,DB06695
DB01207,45,DB08814
DB08981,45,DB09075
DB00775,45,DB11362
DB01088,45,DB06154
DB09283,45,DB04898
DB04743,45,DB06154
DB09070,45,DB06695
DB06209,45,DB04898
DB06206,45,DB04898
DB01207,45,DB00278
DB00261,45,DB06154
DB01628,45,DB06154
DB09283,45,DB12598
DB12598,45,DB04898
DB00686,45,DB06154
DB00465,45,DB06154
DB06739,45,DB09075
DB08439,45,DB06695
DB08954,45,DB00261
DB06695,45,DB12598
DB06739,45,DB04272
DB11362,45,DB04272
DB08814,45,DB00498
DB01104,45,DB00498
DB09283,45,DB09030
DB00749,45,DB04898
DB01628,45,DB00569
DB00500,45,DB09075
DB00210,45,DB04898
DB00744,45,DB04898
DB09070,45,DB09075
DB00210,45,DB06695
DB01254,45,DB01166
DB01088,45,DB00569
DB00744,45,DB04272
DB00749,45,DB04272
DB04951,45,DB06605
DB08991,45,DB06695
DB06739,45,DB06154
DB00500,45,DB00686
DB00500,45,DB06695
DB01254,45,DB00498
DB01166,45,DB04898
DB00975,45,DB08816
DB04272,45,DB04898
DB08981,45,DB12598
DB04743,45,DB01166
DB09084,45,DB04272
DB04743,45,DB08814
DB09283,45,DB08814
DB09070,45,DB00569
DB08991,45,DB06605
DB00500,45,DB00278
DB00605,45,DB00569
DB13167,45,DB04898
DB09283,45,DB06209
DB09215,45,DB00686
DB09283,45,DB06695
DB01236,45,DB04272
DB00932,45,DB00569
DB06441,45,DB11268
DB00278,45,DB06154
DB06739,45,DB00498
DB06206,45,DB06154
DB01254,45,DB01236
DB13167,45,DB11268
DB04743,45,DB06441
DB00605,45,DB00974
DB04951,45,DB06154
DB11362,45,DB00569
DB08976,45,DB11268
DB06441,45,DB00278
DB12598,45,DB00569
DB00775,45,DB08816
DB11362,45,DB00974
DB00374,45,DB11268
DB06209,45,DB12598
DB06206,45,DB12598
DB11362,45,DB09075
DB00686,45,DB12598
DB04743,45,DB09030
DB09283,45,DB00498
DB12598,45,DB00974
DB00775,45,DB00261
DB02709,45,DB04272
DB01254,45,DB09283
DB08981,45,DB00974
DB00446,45,DB00498
DB09030,45,DB11362
DB09084,45,DB09075
DB11362,45,DB12598
DB00972,45,DB00261
DB00482,45,DB09075
DB12598,45,DB06154
DB09084,45,DB00569
DB00374,45,DB04898
DB00715,45,DB00498
DB01628,45,DB00498
DB13167,45,DB06605
DB00686,45,DB04898
DB06441,45,DB00498
DB00932,45,DB09075
DB06209,45,DB11362
DB09070,45,DB00686
DB00972,45,DB04898
DB00974,45,DB04898
DB00975,45,DB04898
DB09283,45,DB06154
DB01088,45,DB11268
DB01088,45,DB04898
DB08991,45,DB12598
DB04743,45,DB09075
DB01088,45,DB04272
DB09215,45,DB00974
DB06209,45,DB00974
DB09075,45,DB11268
DB09070,45,DB11268
DB06209,45,DB00261
DB00821,45,DB12598
DB00605,45,DB11268
DB06739,45,DB06605
DB08804,45,DB00498
DB08954,45,DB09030
DB09075,45,DB04272
DB06206,45,DB00686
DB09070,45,DB04272
DB00482,45,DB06154
DB06441,45,DB08814
DB04743,45,DB06695
DB01628,45,DB06605
DB00278,45,DB00498
DB00500,45,DB00974
DB08814,45,DB06154
DB08816,45,DB06154
DB00498,45,DB04272
DB02709,45,DB00975
DB08976,45,DB00974
DB06739,45,DB04898
DB00278,45,DB11268
DB02709,45,DB08816
DB13167,45,DB06154
DB01236,45,DB08816
DB06209,45,DB00278
DB00569,45,DB04898
DB00210,45,DB12598
DB09070,45,DB06154
DB09075,45,DB06154
DB08981,45,DB06605
DB13167,45,DB00278
DB00932,45,DB11268
DB01254,45,DB00278
DB01207,45,DB00569
DB01254,45,DB06605
DB01254,45,DB12598
DB09075,45,DB04898
DB00821,45,DB00569
DB04951,45,DB00686
DB00744,45,DB00278
DB09070,45,DB04898
DB09084,45,DB11268
DB00749,45,DB00278
DB00975,45,DB00261
DB00163,45,DB00278
DB11362,45,DB11268
DB02709,45,DB09030
DB11362,45,DB06695
DB01166,45,DB00278
DB05676,45,DB00974
DB00482,45,DB00569
DB01254,45,DB04272
DB02709,45,DB00261
DB09283,45,DB04272
DB04743,45,DB00775
DB00775,45,DB09030
DB00498,45,DB06154
DB00374,45,DB00974
DB00500,45,DB06605
DB00972,45,DB00974
DB00261,45,DB00498
DB01254,45,DB02709
DB06441,45,DB00974
DB06605,45,DB00498
DB08954,45,DB01166
DB00465,45,DB00498
DB00775,45,DB04898
DB01088,45,DB08816
DB00482,45,DB00498
DB01166,45,DB00974
DB08981,45,DB04898
DB08439,45,DB00278
DB00932,45,DB04272
DB09215,45,DB00278
DB05266,45,DB00278
DB00821,45,DB11268
DB00932,45,DB00686
DB00821,45,DB09075
DB01088,45,DB09075
DB08439,45,DB00686
DB09084,45,DB04898
DB08954,45,DB06209
DB01207,45,DB11268
DB01236,45,DB00569
DB11362,45,DB00686
DB01254,45,DB05266
DB01254,45,DB08954
DB00261,45,DB08814
DB00482,45,DB11268
DB00498,45,DB00569
DB02709,45,DB00498
DB09075,45,DB00498
DB01254,45,DB06209
DB01236,45,DB00974
DB04743,45,DB06209
DB00465,45,DB06605
DB06695,45,DB09075
DB00821,45,DB06154
DB01628,45,DB00278
DB00695,22,DB00903
DB01106,13,DB00230
DB01587,13,DB00230
DB12532,13,DB00230
DB00356,13,DB00230
DB01463,13,DB00230
DB00292,13,DB00230
DB00752,13,DB00230
DB01252,13,DB09270
DB00193,13,DB00230
DB00907,13,DB00230
DB13323,13,DB00230
DB00176,13,DB00230
DB01178,13,DB00230
DB04908,13,DB00230
DB00731,13,DB09270
DB00972,13,DB00230
DB00298,13,DB00230
DB00475,13,DB00230
DB01018,13,DB00230
DB01236,13,DB00230
DB01563,13,DB00230
DB00284,13,DB09270
DB06690,13,DB00230
DB09085,13,DB00230
DB04842,13,DB00230
DB01221,13,DB00230
DB00660,13,DB00230
DB00818,13,DB00230
DB00494,13,DB00230
DB00474,13,DB00230
DB01028,13,DB00230
DB01159,13,DB00230
DB04878,13,DB09270
DB00490,13,DB00230
DB00323,13,DB00230
DB06716,13,DB00230
DB06144,13,DB00230
DB00912,13,DB09270
DB00181,13,DB00230
DB00189,13,DB00230
DB01356,13,DB00230
DB00331,13,DB09270
DB01355,13,DB00230
DB00611,13,DB00230
DB00633,13,DB00230
DB00228,13,DB00230
DB09068,13,DB00230
DB01618,13,DB00230
DB01261,13,DB09270
DB00805,63,DB01261
DB00731,63,DB01268
DB00912,63,DB01268
DB00827,63,DB01268
DB00805,63,DB00912
DB01261,63,DB00731
DB00752,63,DB00912
DB08804,63,DB01268
DB00752,63,DB00738
DB04878,63,DB00912
DB08804,63,DB01261
DB01168,63,DB00738
DB01367,63,DB00738
DB01168,63,DB01268
DB01104,63,DB00331
DB04878,63,DB01268
DB08804,63,DB00912
DB00685,63,DB01268
DB00752,63,DB01268
DB00685,63,DB00731
DB00805,63,DB00738
DB00827,63,DB00912
DB01247,63,DB00731
DB01367,63,DB00284
DB01367,63,DB00912
DB01168,63,DB00912
DB00715,63,DB00284
DB00827,63,DB00738
DB01367,63,DB01268
DB00166,63,DB00912
DB00805,63,DB00284
DB09245,63,DB00284
DB09241,63,DB00284
DB09244,63,DB00284
DB01252,63,DB00731
DB01168,63,DB01261
DB00166,63,DB01261
DB08804,63,DB00738
DB00284,63,DB00912
DB00685,63,DB01261
DB01247,63,DB00331
DB00752,63,DB01261
DB00715,63,DB00912
DB09244,63,DB00331
DB09241,63,DB00331
DB01367,63,DB01261
DB08804,63,DB00331
DB01104,63,DB01261
DB00176,63,DB00284
DB00331,63,DB01268
DB00331,63,DB00731
DB00752,63,DB00731
DB00166,63,DB00284
DB00805,63,DB00331
DB00731,63,DB00912
DB00738,63,DB00912
DB00685,63,DB00738
DB00752,63,DB00284
DB01247,63,DB00738
DB01104,63,DB01268
DB01367,63,DB00731
DB01168,63,DB00284
DB01261,63,DB01268
DB00715,63,DB01261
DB00827,63,DB00331
DB00284,63,DB00731
DB00731,63,DB00738
DB01104,63,DB00912
DB09241,63,DB00738
DB09244,63,DB00738
DB09245,63,DB00738
DB09245,63,DB01268
DB09244,63,DB01268
DB09241,63,DB01268
DB00827,63,DB00284
DB09244,63,DB01261
DB09245,63,DB01261
DB09241,63,DB01261
DB00166,63,DB00731
DB09245,63,DB00331
DB01168,63,DB00731
DB01168,63,DB00331
DB00284,63,DB01268
DB08804,63,DB00284
DB01247,63,DB01268
DB08804,63,DB00731
DB00715,63,DB00331
DB00752,63,DB00331
DB04878,63,DB00731
DB00685,63,DB00331
DB00166,63,DB04878
DB00331,63,DB00912
DB01252,63,DB01268
DB00166,63,DB00331
DB01367,63,DB00331
DB09241,63,DB00912
DB09244,63,DB00912
DB09245,63,DB00912
DB00805,63,DB00731
DB00827,63,DB01261
DB01261,63,DB00912
DB00805,63,DB01268
DB01247,63,DB01261
DB00715,63,DB01268
DB00166,63,DB01252
DB00176,63,DB00331
DB00685,63,DB00912
DB01252,63,DB00912
DB00685,63,DB00284
DB01247,63,DB00284
DB01104,63,DB00284
DB09241,63,DB00731
DB09245,63,DB00731
DB09244,63,DB00731
DB00827,63,DB00731
DB01247,63,DB00912
DB00820,46,DB00310
DB06237,46,DB01090
DB06237,46,DB01170
DB00820,46,DB01018
DB00820,46,DB01158
DB06237,46,DB00212
DB00820,46,DB09070
DB06237,46,DB00374
DB00820,46,DB00657
DB00820,46,DB00492
DB00820,46,DB06268
DB00820,46,DB00226
DB00820,46,DB01197
DB00820,46,DB11362
DB00820,46,DB00343
DB06237,46,DB00325
DB06237,46,DB00492
DB06237,46,DB08932
DB06237,46,DB04861
DB06237,46,DB04948
DB00820,46,DB00629
DB00820,46,DB01090
DB06237,46,DB09070
DB00820,46,DB00374
DB00820,46,DB00808
DB06237,46,DB00214
DB06237,46,DB00217
DB06237,46,DB00966
DB06237,46,DB09220
DB06237,46,DB00629
DB00820,46,DB04948
DB00820,46,DB09026
DB00820,46,DB00966
DB06237,46,DB00310
DB00820,46,DB04840
DB00820,46,DB00876
DB06237,46,DB08931
DB06237,46,DB00876
DB06237,46,DB01275
DB06237,46,DB01116
DB06237,46,DB01119
DB00820,46,DB01275
DB00820,46,DB01170
DB06237,46,DB00226
