d1,type,d2
DB01384,3,DB03754
DB01380,3,DB03754
DB01047,3,DB09104
DB00838,3,DB06723
DB04574,3,DB03754
DB01384,3,DB13595
DB01380,3,DB13595
DB00324,3,DB13595
DB08906,3,DB06723
DB01234,3,DB06723
DB13158,3,DB09104
DB01380,3,DB01370
DB01384,3,DB01370
DB09091,3,DB13595
DB04574,3,DB09104
DB00180,3,DB03754
DB00288,3,DB09275
DB09091,3,DB06723
DB00838,3,DB09275
DB08906,3,DB03754
DB08905,3,DB03754
DB00180,3,DB01370
DB00596,3,DB03754
DB00180,3,DB06723
DB01047,3,DB06723
DB00588,3,DB13595
DB08906,3,DB01370
DB08905,3,DB01370
DB00687,3,DB09104
DB00180,3,DB13595
DB08905,3,DB06723
DB04574,3,DB01370
DB13158,3,DB09275
DB13158,3,DB13595
DB08970,3,DB06723
DB00838,3,DB01370
DB00687,3,DB09275
DB00838,3,DB03754
DB04574,3,DB13595
DB00288,3,DB06723
DB00324,3,DB06723
DB00588,3,DB09275
DB08970,3,DB01370
DB08906,3,DB13595
DB09091,3,DB03754
DB01234,3,DB13595
DB00324,3,DB09104
DB01047,3,DB13595
DB01234,3,DB09275
DB00865,6,DB00615
DB00862,6,DB00615
DB00495,6,DB00794
DB00656,6,DB00794
DB01409,6,DB01174
DB00812,6,DB00673
DB00481,6,DB00252
DB06737,6,DB00673
DB06736,6,DB00673
DB01194,6,DB00615
DB00674,6,DB09280
DB01065,6,DB00794
DB00812,6,DB00794
DB00818,6,DB00794
DB09289,6,DB00794
DB01075,6,DB00794
DB01355,6,DB00165
DB00794,6,DB00252
DB00796,6,DB00252
DB00588,6,DB01174
DB00726,6,DB00615
DB05351,6,DB00794
DB00599,6,DB00165
DB04938,6,DB01174
DB01283,6,DB00794
DB01128,6,DB00615
DB01236,6,DB00615
DB00925,6,DB00252
DB00575,6,DB00252
DB00337,6,DB00252
DB00184,6,DB00615
DB00332,6,DB00252
DB00180,6,DB00615
DB09167,6,DB00794
DB01219,6,DB09280
DB00297,6,DB00615
DB00712,6,DB00794
DB11581,6,DB01174
DB09082,6,DB01174
DB00554,6,DB00673
DB04574,6,DB00615
DB00653,6,DB00607
DB00624,6,DB00794
DB00568,6,DB00599
DB01274,6,DB01174
DB00912,6,DB01174
DB00910,6,DB01174
DB08906,6,DB01174
DB00845,6,DB00794
DB00734,6,DB00615
DB00842,6,DB00794
DB01104,6,DB00615
DB00390,6,DB00794
DB00136,6,DB01174
DB00700,6,DB00252
DB01062,6,DB00794
DB00224,6,DB01174
DB06292,6,DB00252
DB06777,6,DB00252
DB06770,6,DB00252
DB01065,6,DB01174
DB01067,6,DB01174
DB01075,6,DB00673
DB00252,6,DB00165
DB01263,6,DB01174
DB00433,6,DB00252
DB00588,6,DB09280
DB00346,6,DB00252
DB01124,6,DB00794
DB01223,6,DB09280
DB00266,6,DB00615
DB01380,6,DB00794
DB01384,6,DB00794
DB00738,6,DB00794
DB01103,6,DB00252
DB01100,6,DB00252
DB01319,6,DB01174
DB06237,6,DB00794
DB00700,6,DB00794
DB01087,6,DB01174
DB00708,6,DB00794
DB00402,6,DB00615
DB01023,6,DB09280
DB01159,6,DB00615
DB00674,6,DB00615
DB00324,6,DB00615
DB01156,6,DB00615
DB00636,6,DB00794
DB00320,6,DB00615
DB06292,6,DB00615
DB00872,6,DB09280
DB00540,6,DB00599
DB01156,6,DB00252
DB00588,6,DB00252
DB01274,6,DB00673
DB01558,6,DB01174
DB00615,6,DB09280
DB01396,6,DB01174
DB05271,6,DB00615
DB06203,6,DB00252
DB00216,6,DB01174
DB00268,6,DB09280
DB05351,6,DB00252
DB01100,6,DB00615
DB01128,6,DB00794
DB00694,6,DB01174
DB00690,6,DB01174
DB09167,6,DB00599
DB01072,6,DB01174
DB01075,6,DB01174
DB00712,6,DB00673
DB00675,6,DB01174
DB00674,6,DB01174
DB00673,6,DB01174
DB01263,6,DB00794
DB00426,6,DB00252
DB01219,6,DB00615
DB01218,6,DB00615
DB12483,6,DB01174
DB01104,6,DB00794
DB00255,6,DB00607
DB00266,6,DB01355
DB11614,6,DB01174
DB01409,6,DB00615
DB01355,6,DB00252
DB00277,6,DB00615
DB01396,6,DB00794
DB08828,6,DB00794
DB01179,6,DB00252
DB00091,6,DB00615
DB00495,6,DB00252
DB00731,6,DB00794
DB00734,6,DB00794
DB00736,6,DB00794
DB04574,6,DB01174
DB00136,6,DB09280
DB09082,6,DB09280
DB00897,6,DB00615
DB01006,6,DB00252
DB00842,6,DB01174
DB00845,6,DB01174
DB00608,6,DB00794
DB00280,6,DB09280
DB01409,6,DB00252
DB00602,6,DB00794
DB01179,6,DB01174
DB00309,6,DB00615
DB01072,6,DB00794
DB00862,6,DB09280
DB09216,6,DB00599
DB00910,6,DB09280
DB06216,6,DB01174
DB00390,6,DB01174
DB12483,6,DB00615
DB00448,6,DB01174
DB06777,6,DB00794
DB01006,6,DB00794
DB09288,6,DB01355
DB09289,6,DB01355
DB09082,6,DB00615
DB09235,6,DB01355
DB00204,6,DB01174
DB00280,6,DB00794
DB01110,6,DB00615
DB01219,6,DB00794
DB11828,6,DB00615
DB01218,6,DB00794
DB00091,6,DB00607
DB00688,6,DB01174
DB00726,6,DB01355
DB00395,6,DB00252
DB00708,6,DB00252
DB04743,6,DB00607
DB00184,6,DB00252
DB00180,6,DB00252
DB00091,6,DB01355
DB09235,6,DB00794
DB00481,6,DB09280
DB09235,6,DB01174
DB00390,6,DB00252
DB11828,6,DB09280
DB01062,6,DB00615
DB01087,6,DB09280
DB00243,6,DB00615
DB01166,6,DB00252
DB00726,6,DB00794
DB00426,6,DB00615
DB00420,6,DB00615
DB00361,6,DB00252
DB00872,6,DB01174
DB00615,6,DB00794
DB00338,6,DB00615
DB00332,6,DB00615
DB00337,6,DB00615
DB01037,6,DB00794
DB00925,6,DB09280
DB09555,6,DB09280
DB00599,6,DB00615
DB06203,6,DB01174
DB00897,6,DB01174
DB01072,6,DB00252
DB00636,6,DB09280
DB05351,6,DB00615
DB01409,6,DB00794
DB00708,6,DB09280
DB00700,6,DB09280
DB00297,6,DB00252
DB06770,6,DB00794
DB06216,6,DB00794
DB00297,6,DB00794
DB00295,6,DB00794
DB00277,6,DB01174
DB04574,6,DB00400
DB00091,6,DB01174
DB00656,6,DB00615
DB00309,6,DB01174
DB00656,6,DB01174
DB00344,6,DB00794
DB00346,6,DB00794
DB00343,6,DB00794
DB04743,6,DB01355
DB00768,6,DB00615
DB00252,6,DB00615
DB00571,6,DB00252
DB01396,6,DB00252
DB01393,6,DB00252
DB00433,6,DB00615
DB00862,6,DB01174
DB00864,6,DB01174
DB01409,6,DB09280
DB00469,6,DB00673
DB00872,6,DB00794
DB00842,6,DB09280
DB00845,6,DB09280
DB06292,6,DB00794
DB00925,6,DB00615
DB00571,6,DB00794
DB00570,6,DB00794
DB00575,6,DB00794
DB06203,6,DB00615
DB12026,6,DB01174
DB00540,6,DB00252
DB06237,6,DB01174
DB00402,6,DB00794
DB00726,6,DB00599
DB06777,6,DB00615
DB06770,6,DB00615
DB06737,6,DB00252
DB01023,6,DB00794
DB01020,6,DB00794
DB12026,6,DB00615
DB08906,6,DB00252
DB09289,6,DB00599
DB09288,6,DB00599
DB00263,6,DB01174
DB00402,6,DB00252
DB00266,6,DB01174
DB00433,6,DB09280
DB01110,6,DB00794
DB06736,6,DB00252
DB00469,6,DB01174
DB01393,6,DB09280
DB01223,6,DB01174
DB01236,6,DB00794
DB00379,6,DB00794
DB00796,6,DB01174
DB00370,6,DB00615
DB00320,6,DB00252
DB01087,6,DB00615
DB00864,6,DB00794
DB01384,6,DB00252
DB01380,6,DB00252
DB01355,6,DB01174
DB00180,6,DB00794
DB00184,6,DB00794
DB00136,6,DB00615
DB00912,6,DB00794
DB09216,6,DB01174
DB00361,6,DB09280
DB01037,6,DB00252
DB01263,6,DB00615
DB01023,6,DB00607
DB01020,6,DB00252
DB04938,6,DB00794
DB00738,6,DB00615
DB00358,6,DB00615
DB00768,6,DB00252
DB00910,6,DB00615
DB00912,6,DB00615
DB00916,6,DB00615
DB00568,6,DB00794
DB00263,6,DB00252
DB11581,6,DB00615
DB11614,6,DB00615
DB00615,6,DB01174
DB00897,6,DB09280
DB09297,6,DB00615
DB00768,6,DB09280
DB00812,6,DB00252
DB08906,6,DB00615
DB00602,6,DB00252
DB09166,6,DB00615
DB01380,6,DB09280
DB01384,6,DB09280
DB01236,6,DB01174
DB00255,6,DB00400
DB00320,6,DB01174
DB00324,6,DB01174
DB01223,6,DB00794
DB01149,6,DB09280
DB00361,6,DB00794
DB05039,6,DB00794
DB01124,6,DB01174
DB01591,6,DB00794
DB01128,6,DB01174
DB01223,6,DB01583
DB00554,6,DB00252
DB01559,6,DB00252
DB00469,6,DB00252
DB09026,6,DB09280
DB00266,6,DB00673
DB00694,6,DB00615
DB00263,6,DB00673
DB00690,6,DB00615
DB00636,6,DB00615
DB00343,6,DB00615
DB00346,6,DB00615
DB00448,6,DB00252
DB01393,6,DB00615
DB00554,6,DB00794
DB00553,6,DB00794
DB00796,6,DB00794
DB00420,6,DB00794
DB00426,6,DB00794
DB00688,6,DB00615
DB00324,6,DB00794
DB04743,6,DB00599
DB11828,6,DB00252
DB00731,6,DB00252
DB09216,6,DB00794
DB09166,6,DB00794
DB00266,6,DB00794
DB00402,6,DB01174
DB00338,6,DB01174
DB00337,6,DB01174
DB00332,6,DB01174
DB00624,6,DB01174
DB06216,6,DB00615
DB01067,6,DB00794
DB05271,6,DB09280
DB01110,6,DB01174
DB09297,6,DB09280
DB00204,6,DB00615
DB01591,6,DB01174
DB09166,6,DB01174
DB09167,6,DB01174
DB05039,6,DB00252
DB01591,6,DB09280
DB00768,6,DB00794
DB00180,6,DB09280
DB00346,6,DB09280
DB01100,6,DB00794
DB00379,6,DB00615
DB00091,6,DB00794
DB01149,6,DB00252
DB00575,6,DB00615
DB01544,6,DB00794
DB00571,6,DB00615
DB00570,6,DB00615
DB00216,6,DB00794
DB00549,6,DB00794
DB00540,6,DB00794
DB00541,6,DB00794
DB00624,6,DB00615
DB01380,6,DB00615
DB06697,6,DB00615
DB01219,6,DB00252
DB01166,6,DB00615
DB00433,6,DB00794
DB06777,6,DB01174
DB09216,6,DB00607
DB04938,6,DB00252
DB11560,6,DB00794
DB01393,6,DB00794
DB00688,6,DB00252
DB00946,6,DB00794
DB00481,6,DB00794
DB01544,6,DB01174
DB01124,6,DB00252
DB00433,6,DB01174
DB00897,6,DB00794
DB01219,6,DB01174
DB00346,6,DB01174
DB00344,6,DB01174
DB00184,6,DB01174
DB00180,6,DB01174
DB00309,6,DB00794
DB00712,6,DB00252
DB00266,6,DB00599
DB01103,6,DB00794
DB00136,6,DB00252
DB01104,6,DB01174
DB01103,6,DB01174
DB01100,6,DB01174
DB00768,6,DB01174
DB00586,6,DB00615
DB00588,6,DB00615
DB00216,6,DB00615
DB00295,6,DB01174
DB00297,6,DB01174
DB01149,6,DB00794
DB01067,6,DB00615
DB01283,6,DB00252
DB00230,6,DB00607
DB00295,6,DB00252
DB00358,6,DB09280
DB00361,6,DB00615
DB00367,6,DB00615
DB01194,6,DB00252
DB01198,6,DB00252
DB01558,6,DB00794
DB01559,6,DB00794
DB11560,6,DB00252
DB00549,6,DB00252
DB01065,6,DB00252
DB01067,6,DB00252
DB01062,6,DB00252
DB00818,6,DB00615
DB06292,6,DB01174
DB00204,6,DB09280
DB11614,6,DB00252
DB06237,6,DB09280
DB04574,6,DB00607
DB11560,6,DB00673
DB11581,6,DB00252
DB00343,6,DB01174
DB01218,6,DB01174
DB00726,6,DB01174
DB01159,6,DB00794
DB01156,6,DB00794
DB00420,6,DB01174
DB00426,6,DB01174
DB00608,6,DB01174
DB00602,6,DB01174
DB01110,6,DB09280
DB00338,6,DB00794
DB00337,6,DB00794
DB00332,6,DB00794
DB00726,6,DB00252
DB00624,6,DB00252
DB00091,6,DB00599
DB00540,6,DB01355
DB01020,6,DB09280
DB00204,6,DB00794
DB01198,6,DB00615
DB00946,6,DB01355
DB01166,6,DB00794
DB01393,6,DB01174
DB00216,6,DB00252
DB01559,6,DB01174
DB01006,6,DB01174
DB11614,6,DB00794
DB00481,6,DB00615
DB00818,6,DB01174
DB00320,6,DB09280
DB00324,6,DB09280
DB01274,6,DB00252
DB09082,6,DB00794
DB00390,6,DB00615
DB01062,6,DB01174
DB06770,6,DB01174
DB00553,6,DB00615
DB00910,6,DB00794
DB01075,6,DB00252
DB01087,6,DB00794
DB12483,6,DB00252
DB09235,6,DB00607
DB00690,6,DB09280
DB01274,6,DB00794
DB06203,6,DB00794
DB01194,6,DB09280
DB04938,6,DB00615
DB09026,6,DB00794
DB00946,6,DB01174
DB09216,6,DB01355
DB00794,6,DB00165
DB11828,6,DB00794
DB00277,6,DB01583
DB00925,6,DB00794
DB00818,6,DB00252
DB00367,6,DB01174
DB00361,6,DB01174
DB01100,6,DB09280
DB01103,6,DB09280
DB00320,6,DB00794
DB00736,6,DB00252
DB00734,6,DB00252
DB09555,6,DB00794
DB06777,6,DB09280
DB00224,6,DB00252
DB00568,6,DB01174
DB09555,6,DB00252
DB01166,6,DB01174
DB01319,6,DB00794
DB00700,6,DB01174
DB00708,6,DB01174
DB06216,6,DB00252
DB06697,6,DB00794
DB00570,6,DB00252
DB01384,6,DB01174
DB00204,6,DB00252
DB01380,6,DB01174
DB01384,6,DB00615
DB00136,6,DB00794
DB00332,6,DB09280
DB00337,6,DB09280
DB00568,6,DB00607
DB01006,6,DB00615
DB00688,6,DB00794
DB09297,6,DB00794
DB09297,6,DB00252
DB00540,6,DB00615
DB00541,6,DB00615
DB00549,6,DB00615
DB09288,6,DB00794
DB01065,6,DB00673
DB12026,6,DB00794
DB01179,6,DB00794
DB01087,6,DB00252
DB00426,6,DB09280
DB00796,6,DB00673
DB06737,6,DB00794
DB06736,6,DB00794
DB00675,6,DB00615
DB08828,6,DB00252
DB00469,6,DB00794
DB00268,6,DB00615
DB00608,6,DB00252
DB06216,6,DB09280
DB09026,6,DB01174
DB00845,6,DB00252
DB00379,6,DB01174
DB00862,6,DB00794
DB00865,6,DB00794
DB00736,6,DB00615
DB00570,6,DB01174
DB00571,6,DB01174
DB00575,6,DB01174
DB00636,6,DB01174
DB01159,6,DB01174
DB00568,6,DB01355
DB11581,6,DB00794
DB00712,6,DB01174
DB01006,6,DB09280
DB00263,6,DB00794
DB01218,6,DB00252
DB00344,6,DB00599
DB00694,6,DB00252
DB01179,6,DB00615
DB01396,6,DB00615
DB01020,6,DB01174
DB01023,6,DB01174
DB01319,6,DB09280
DB01591,6,DB00252
DB00309,6,DB09280
DB00553,6,DB09280
DB00690,6,DB00794
DB00694,6,DB00794
DB04574,6,DB00794
DB00588,6,DB00794
DB09082,6,DB00252
DB00448,6,DB00615
DB00842,6,DB00615
DB00845,6,DB00615
DB00224,6,DB00794
DB00812,6,DB01174
DB00674,6,DB00794
DB00675,6,DB00794
DB00673,6,DB00794
DB06203,6,DB09280
DB00091,6,DB00252
DB00925,6,DB01174
DB00731,6,DB00615
DB00910,6,DB00252
DB11828,6,DB01174
DB00946,6,DB00615
DB06736,6,DB01174
DB06737,6,DB01174
DB06697,6,DB01174
DB00912,6,DB00252
DB01174,6,DB00165
DB00656,6,DB09280
DB00553,6,DB00252
DB00420,6,DB00252
DB01128,6,DB09280
DB00495,6,DB01174
DB00541,6,DB01174
DB00540,6,DB01174
DB00549,6,DB01174
DB01149,6,DB01174
DB00708,6,DB00615
DB00700,6,DB00615
DB00277,6,DB00794
DB09167,6,DB01355
DB01149,6,DB00615
DB01037,6,DB01174
DB01103,6,DB00615
DB09289,6,DB01174
DB09288,6,DB01174
DB09235,6,DB00599
DB09555,6,DB01174
DB06237,6,DB00615
DB00343,6,DB00607
DB01223,6,DB00615
DB05351,6,DB01174
DB01559,6,DB00615
DB01283,6,DB00673
DB11560,6,DB01174
DB01037,6,DB00615
DB00454,6,DB00615
DB06237,6,DB00252
DB00448,6,DB00794
DB01355,6,DB00615
DB01194,6,DB01174
DB01591,6,DB00615
DB12483,6,DB00794
DB09026,6,DB00615
DB00651,6,DB01583
DB04743,6,DB00794
DB00862,6,DB00252
DB08828,6,DB01174
DB00280,6,DB00615
DB01198,6,DB00794
DB09297,6,DB01174
DB09026,6,DB00252
DB00481,6,DB01174
DB01558,6,DB00615
DB01544,6,DB00615
DB00553,6,DB01174
DB00554,6,DB01174
DB00738,6,DB01174
DB01062,6,DB09280
DB00731,6,DB01174
DB00736,6,DB01174
DB00734,6,DB01174
DB01156,6,DB01174
DB00243,6,DB00794
DB00675,6,DB00252
DB00674,6,DB00252
DB05039,6,DB01174
DB00636,6,DB00252
DB00344,6,DB01355
DB01283,6,DB01174
DB00602,6,DB00615
DB00608,6,DB00615
DB08906,6,DB00794
DB01236,6,DB00252
DB00324,6,DB00252
DB12026,6,DB00252
DB01198,6,DB01174
DB05039,6,DB00615
DB01023,6,DB00615
DB01020,6,DB00615
DB08828,6,DB00615
DB01128,6,DB00252
DB06204,6,DB00673
DB09555,6,DB00615
DB04743,6,DB01174
DB00946,6,DB00599
DB00568,6,DB00673
DB00457,41,DB00449
DB00346,41,DB06711
DB00457,41,DB01365
DB00457,41,DB00723
DB00457,41,DB00816
DB00346,41,DB00697
DB00346,41,DB01274
DB00346,41,DB00816
DB00457,41,DB06152
DB00457,41,DB00841
DB00346,41,DB01365
DB00346,41,DB00388
DB00457,41,DB06711
DB00346,41,DB00867
DB00457,41,DB01274
DB00457,41,DB00388
DB00346,41,DB00723
DB00346,41,DB00449
DB00457,41,DB00867
DB00346,41,DB06152
DB00346,41,DB00841
DB00688,45,DB06605
DB01024,45,DB06605
DB00675,45,DB00946
DB00773,45,DB00946
DB04743,45,DB00975
DB01254,45,DB00946
DB09543,45,DB06605
DB01166,45,DB00266
DB01254,45,DB00261
DB04743,45,DB00266
DB01254,45,DB04743
DB01207,45,DB00975
DB13167,45,DB00946
DB01236,45,DB11268
DB00712,45,DB06605
DB09289,45,DB00946
DB09288,45,DB00946
DB08804,45,DB00946
DB08887,45,DB09030
DB04743,45,DB11268
DB01399,45,DB00946
DB01393,45,DB00946
DB01397,45,DB00946
DB01000,45,DB00946
DB00975,45,DB09030
DB06737,45,DB00266
DB00712,45,DB00946
DB01397,45,DB00266
DB09030,45,DB01166
DB08816,45,DB11268
DB01207,45,DB01166
DB00343,45,DB09543
DB09212,45,DB11268
DB09216,45,DB11268
DB00773,45,DB00266
DB00770,45,DB00266
DB00770,45,DB01166
DB04552,45,DB00946
DB01399,45,DB00266
DB00768,45,DB00266
DB00274,45,DB00946
DB00602,45,DB00266
DB00795,45,DB11268
DB00337,45,DB06605
DB00827,45,DB00266
DB00726,45,DB00946
DB00712,45,DB11268
DB00735,45,DB11268
DB01606,45,DB00946
DB09216,45,DB06605
DB09212,45,DB06605
DB05266,45,DB09030
DB01236,45,DB01166
DB09216,45,DB00266
DB09212,45,DB00266
DB00975,45,DB00946
DB00586,45,DB00266
DB01185,45,DB00266
DB00975,45,DB11268
DB00812,45,DB11268
DB00861,45,DB00946
DB00266,45,DB00946
DB00261,45,DB00946
DB00344,45,DB00266
DB08887,45,DB00261
DB00618,45,DB00266
DB00461,45,DB00946
DB00465,45,DB00946
DB00469,45,DB00946
DB04743,45,DB08816
DB00833,45,DB00266
DB01401,45,DB00266
DB01600,45,DB00946
DB00735,45,DB00946
DB04743,45,DB00261
DB01207,45,DB09030
DB09030,45,DB08816
DB01583,45,DB00946
DB01024,45,DB11268
DB00975,45,DB01166
DB09543,45,DB11268
DB00812,45,DB00946
DB08976,45,DB06605
DB00252,45,DB00946
DB00688,45,DB11268
DB00621,45,DB00266
DB00624,45,DB00266
DB00770,45,DB11268
DB05266,45,DB00946
DB00244,45,DB00266
DB01254,45,DB00975
DB00554,45,DB06605
DB00795,45,DB06605
DB00806,45,DB00266
DB09030,45,DB00261
DB00770,45,DB00975
DB01024,45,DB00946
DB00812,45,DB06605
DB01236,45,DB09030
DB05266,45,DB00266
DB01254,45,DB08887
DB05266,45,DB11268
DB01166,45,DB11268
DB00244,45,DB09543
DB00636,45,DB00266
DB00939,45,DB00946
DB00768,45,DB11268
DB01283,45,DB00946
DB00254,45,DB00266
DB00252,45,DB00266
DB00244,45,DB00946
DB00768,45,DB06605
DB00812,45,DB00266
DB08976,45,DB00946
DB08804,45,DB00266
DB00586,45,DB06605
DB00261,45,DB08816
DB01166,45,DB00946
DB01207,45,DB00266
DB01406,45,DB00946
DB01208,45,DB00266
DB01401,45,DB00946
DB09323,45,DB00266
DB08984,45,DB00266
DB01331,45,DB00266
DB08887,45,DB00946
DB08984,45,DB11268
DB08981,45,DB11268
DB01024,45,DB00266
DB00833,45,DB00946
DB00344,45,DB00946
DB00261,45,DB00266
DB00469,45,DB11268
DB00795,45,DB00266
DB00244,45,DB11268
DB01185,45,DB00946
DB00586,45,DB00946
DB05266,45,DB01166
DB00768,45,DB00946
DB01254,45,DB01207
DB00608,45,DB06605
DB00317,45,DB00266
DB01254,45,DB09030
DB05266,45,DB00975
DB05266,45,DB08816
DB00827,45,DB00946
DB05266,45,DB00261
DB04552,45,DB00266
DB00274,45,DB00266
DB00229,45,DB00946
DB00861,45,DB09543
DB00770,45,DB00946
DB00688,45,DB00946
DB08887,45,DB01166
DB01393,45,DB00266
DB06605,45,DB00266
DB01067,45,DB00946
DB01000,45,DB00266
DB01283,45,DB11268
DB00465,45,DB00266
DB00461,45,DB00266
DB00469,45,DB00266
DB01600,45,DB11268
DB09543,45,DB00946
DB00861,45,DB00266
DB00688,45,DB00266
DB00461,45,DB11268
DB00465,45,DB11268
DB01401,45,DB06605
DB00540,45,DB00946
DB00266,45,DB11268
DB00261,45,DB11268
DB01236,45,DB00946
DB08981,45,DB00946
DB00343,45,DB00861
DB01236,45,DB00266
DB09070,45,DB06605
DB01254,45,DB00266
DB08887,45,DB11268
DB01399,45,DB06605
DB01397,45,DB06605
DB08984,45,DB00946
DB01166,45,DB08816
DB08887,45,DB08816
DB00337,45,DB00266
DB09288,45,DB11268
DB01104,45,DB00266
DB09008,45,DB00266
DB06605,45,DB00946
DB04552,45,DB11268
DB01254,45,DB11268
DB04743,45,DB00946
DB00501,45,DB00266
DB00946,45,DB11268
DB00370,45,DB00946
DB00795,45,DB00946
DB00554,45,DB00946
DB00343,45,DB00244
DB06605,45,DB11268
DB01207,45,DB00946
DB00939,45,DB00266
DB06736,45,DB11268
DB01331,45,DB00946
DB09288,45,DB06605
DB00939,45,DB06605
DB00806,45,DB11268
DB01207,45,DB08816
DB09070,45,DB00266
DB01061,45,DB00266
DB01067,45,DB00266
DB00229,45,DB00266
DB01207,45,DB00261
DB01254,45,DB00770
DB01399,45,DB11268
DB01397,45,DB11268
DB00861,45,DB11268
DB01401,45,DB11268
DB09323,45,DB00946
DB00417,45,DB00946
DB00735,45,DB06605
DB09216,45,DB00946
DB09212,45,DB00946
DB09070,45,DB00946
DB04552,45,DB06605
DB00636,45,DB00946
DB01600,45,DB06605
DB08981,45,DB00266
DB01137,45,DB00946
DB01583,45,DB00266
DB01283,45,DB06605
DB08976,45,DB00266
DB01254,45,DB01166
DB00456,45,DB00266
DB00975,45,DB08816
DB04743,45,DB01166
DB00608,45,DB00266
DB00317,45,DB00946
DB09008,45,DB00946
DB01254,45,DB01236
DB01406,45,DB00266
DB13167,45,DB11268
DB00624,45,DB00946
DB00621,45,DB00946
DB08976,45,DB11268
DB00770,45,DB08816
DB09288,45,DB00266
DB09289,45,DB00266
DB04743,45,DB09030
DB01600,45,DB00266
DB06736,45,DB06605
DB00770,45,DB00261
DB01283,45,DB00266
DB13167,45,DB06605
DB00735,45,DB00266
DB01254,45,DB00806
DB09070,45,DB11268
DB00608,45,DB11268
DB00244,45,DB06605
DB01606,45,DB00266
DB06737,45,DB06605
DB00337,45,DB11268
DB00501,45,DB00946
DB00554,45,DB00266
DB00618,45,DB00946
DB08887,45,DB00266
DB00712,45,DB00266
DB00675,45,DB00266
DB09543,45,DB00266
DB01236,45,DB08816
DB01208,45,DB00946
DB08981,45,DB06605
DB08984,45,DB06605
DB00939,45,DB11268
DB01149,45,DB00266
DB01254,45,DB06605
DB00975,45,DB00261
DB00726,45,DB00266
DB00586,45,DB11268
DB00540,45,DB00266
DB00337,45,DB00946
DB01061,45,DB00946
DB00770,45,DB09030
DB00602,45,DB00946
DB06737,45,DB11268
DB00608,45,DB00946
DB00417,45,DB00266
DB01137,45,DB00266
DB06736,45,DB00946
DB06737,45,DB00946
DB06736,45,DB00266
DB00861,45,DB06605
DB13167,45,DB00266
DB08887,45,DB00975
DB01207,45,DB11268
DB00975,45,DB00266
DB01254,45,DB05266
DB00370,45,DB00266
DB00806,45,DB00946
DB00469,45,DB06605
DB00461,45,DB06605
DB00465,45,DB06605
DB00554,45,DB11268
DB01104,45,DB00946
DB00456,45,DB00946
DB00695,22,DB00903
DB01100,13,DB00230
DB01106,13,DB00230
DB00295,13,DB01037
DB01189,13,DB00230
DB01065,13,DB00230
DB00295,13,DB00230
DB00297,13,DB00230
DB01463,13,DB00230
DB00292,13,DB00230
DB00295,13,DB00805
DB00844,13,DB00230
DB09009,13,DB00230
DB01075,13,DB00230
DB00807,13,DB00230
