d1,type,d2
DB08971,3,DB06724
DB00443,3,DB09281
DB09095,3,DB08938
DB01410,3,DB01377
DB00663,3,DB08938
DB00591,3,DB01377
DB01222,3,DB06724
DB00253,3,DB06724
DB00591,3,DB08938
DB00846,3,DB06724
DB09227,6,DB01154
DB06772,6,DB01320
DB01621,6,DB01320
DB06403,6,DB01045
DB00755,6,DB00312
DB01349,6,DB00238
DB08439,6,DB01045
DB00997,6,DB01201
DB00991,6,DB01201
DB00193,6,DB00312
DB00153,6,DB00238
DB00808,6,DB01320
DB00655,6,DB00564
DB01551,6,DB01045
DB09236,6,DB00312
DB00199,6,DB00312
DB06772,6,DB00312
DB06772,6,DB00564
DB08918,6,DB00238
DB00924,6,DB00849
DB04946,6,DB00312
DB01708,6,DB01045
DB06282,6,DB01045
DB01177,6,DB00564
DB08910,6,DB01045
DB01008,6,DB01201
DB01009,6,DB01201
DB11613,6,DB00312
DB01002,6,DB01201
DB00682,6,DB01220
DB01349,6,DB01320
DB00543,6,DB01351
DB01076,6,DB00559
DB00316,6,DB01154
DB01392,6,DB01045
DB01151,6,DB01351
DB00544,6,DB00418
DB00936,6,DB00418
DB00531,6,DB00312
DB01173,6,DB01045
DB00503,6,DB00564
DB00502,6,DB00564
DB01708,6,DB01201
DB01200,6,DB00238
DB01136,6,DB01201
DB00987,6,DB01320
DB00980,6,DB01320
DB01131,6,DB01201
DB01132,6,DB01201
DB00983,6,DB01320
DB01138,6,DB01201
DB00906,6,DB00312
DB00328,6,DB00418
DB00327,6,DB00418
DB00321,6,DB00418
DB01431,6,DB00564
DB01435,6,DB00564
DB00227,6,DB00312
DB01085,6,DB01045
DB00997,6,DB00312
DB00220,6,DB00312
DB09227,6,DB00312
DB00193,6,DB01201
DB00199,6,DB01201
DB01215,6,DB00564
DB00356,6,DB01201
DB00347,6,DB00564
DB01114,6,DB00238
DB00349,6,DB00564
DB00359,6,DB01201
DB01002,6,DB01320
DB01222,6,DB01201
DB01227,6,DB01201
DB01229,6,DB01201
DB01009,6,DB01320
DB00849,6,DB01220
DB09078,6,DB00312
DB01431,6,DB00238
DB00918,6,DB00418
DB06803,6,DB00564
DB00227,6,DB00559
DB01069,6,DB00238
DB01129,6,DB01045
DB06145,6,DB01045
DB04930,6,DB01045
DB01177,6,DB01320
DB13874,6,DB01201
DB01175,6,DB01320
DB01171,6,DB01320
DB01192,6,DB00238
DB01054,6,DB00418
DB06144,6,DB00312
DB06145,6,DB00312
DB00316,6,DB00474
DB00622,6,DB01045
DB00440,6,DB00312
DB00628,6,DB01045
DB01229,6,DB00238
DB09262,6,DB00238
DB00778,6,DB01201
DB09101,6,DB00312
DB01418,6,DB01154
DB06267,6,DB00238
DB00637,6,DB00238
DB00753,6,DB00564
DB00177,6,DB01201
DB00175,6,DB01201
DB00751,6,DB01320
DB00753,6,DB01320
DB00755,6,DB01320
DB00757,6,DB01320
DB00759,6,DB01320
DB01248,6,DB01320
DB00759,6,DB01045
DB00938,6,DB01045
DB00248,6,DB01045
DB00246,6,DB01045
DB00245,6,DB01045
DB00936,6,DB01045
DB01628,6,DB00312
DB00240,6,DB01045
DB00612,6,DB01201
DB00613,6,DB01201
DB00617,6,DB01201
DB00918,6,DB00238
DB11737,6,DB01201
DB01589,6,DB01201
DB01587,6,DB01201
DB00784,6,DB01320
DB01253,6,DB00312
DB01418,6,DB01437
DB00240,6,DB01320
DB06282,6,DB01201
DB00246,6,DB01320
DB00245,6,DB01320
DB09090,6,DB01351
DB00248,6,DB01320
DB00808,6,DB01045
DB01074,6,DB00312
DB00502,6,DB01201
DB00503,6,DB01201
DB06016,6,DB00564
DB04572,6,DB00238
DB00857,6,DB00238
DB06148,6,DB01201
DB01588,6,DB00238
DB12161,6,DB00564
DB00455,6,DB00418
DB12267,6,DB00238
DB01136,6,DB00564
DB01105,6,DB00312
DB01229,6,DB00564
DB00169,6,DB00312
DB00988,6,DB01201
DB00983,6,DB01201
DB00980,6,DB01201
DB00987,6,DB01201
DB00185,6,DB00312
DB06742,6,DB00564
DB01085,6,DB00564
DB00884,6,DB01154
DB00498,6,DB01154
DB08918,6,DB01045
DB01410,6,DB01045
DB00969,6,DB01045
DB01418,6,DB01045
DB01036,6,DB01201
DB01105,6,DB00564
DB01039,6,DB01201
DB06016,6,DB01320
DB04841,6,DB01201
DB00474,6,DB01220
DB00559,6,DB00418
DB01424,6,DB01045
DB06589,6,DB00418
DB01589,6,DB00418
DB00458,6,DB00312
DB00455,6,DB00312
DB00641,6,DB00564
DB01186,6,DB01045
DB00514,6,DB00564
DB01184,6,DB01045
DB01183,6,DB01045
DB00503,6,DB00238
DB01595,6,DB00564
DB01597,6,DB00564
DB00502,6,DB00238
DB00528,6,DB00312
DB00519,6,DB00564
DB01349,6,DB01045
DB01060,6,DB01601
DB01105,6,DB01201
DB11575,6,DB00312
DB09296,6,DB01201
DB11362,6,DB00238
DB08918,6,DB01320
DB00333,6,DB00418
DB00185,6,DB00238
DB00238,6,DB00312
DB00980,6,DB00312
DB00231,6,DB00312
DB00498,6,DB00849
DB00234,6,DB00312
DB00987,6,DB00312
DB03756,6,DB00564
DB00185,6,DB01201
DB00749,6,DB01201
DB00347,6,DB01201
DB00356,6,DB00564
DB01215,6,DB01201
DB00359,6,DB00564
DB01216,6,DB01201
DB00349,6,DB01201
DB01105,6,DB00238
DB00451,6,DB00238
DB01118,6,DB00418
DB00455,6,DB00238
DB00458,6,DB00238
DB00377,6,DB01201
DB13874,6,DB00312
DB00475,6,DB00312
DB00647,6,DB00238
DB01171,6,DB00564
DB00531,6,DB00238
DB01105,6,DB01320
DB00321,6,DB01045
DB01028,6,DB00564
DB00327,6,DB01045
DB00328,6,DB01045
DB00498,6,DB00474
DB01008,6,DB00564
DB01002,6,DB00564
DB01054,6,DB00849
DB06268,6,DB00418
DB00620,6,DB00238
DB00169,6,DB01201
DB00748,6,DB01320
DB00749,6,DB01320
DB05541,6,DB00418
DB00744,6,DB01320
DB00745,6,DB01320
DB00628,6,DB00238
DB04898,6,DB01201
DB01171,6,DB00418
DB00744,6,DB01045
DB00921,6,DB01045
DB00250,6,DB01045
DB00927,6,DB01045
DB00924,6,DB01045
DB01466,6,DB00238
DB08881,6,DB00312
DB00997,6,DB00238
DB06595,6,DB00312
DB01026,6,DB00312
DB08798,6,DB01045
DB06710,6,DB01201
DB01595,6,DB01201
DB01248,6,DB00312
DB00637,6,DB01045
DB01242,6,DB00312
DB01244,6,DB00312
DB00250,6,DB01320
DB01151,6,DB00849
DB00814,6,DB01045
DB00278,6,DB00238
DB01068,6,DB00312
DB01427,6,DB01351
DB09078,6,DB01201
DB01256,6,DB01045
DB06287,6,DB00238
DB00412,6,DB01320
DB00849,6,DB00238
DB08827,6,DB01201
DB01424,6,DB01201
DB00843,6,DB00238
DB00883,6,DB01201
DB06710,6,DB01320
DB00889,6,DB01201
DB01227,6,DB00564
DB01118,6,DB00312
DB01015,6,DB00564
DB01114,6,DB00312
DB01115,6,DB00312
DB01016,6,DB00564
DB08827,6,DB00564
DB00404,6,DB01201
DB01418,6,DB00559
DB00401,6,DB01201
DB01261,6,DB00312
DB00977,6,DB01201
DB00976,6,DB01201
DB06803,6,DB01320
DB00972,6,DB01201
DB01171,6,DB01045
DB06155,6,DB01320
DB01177,6,DB01045
DB01175,6,DB01045
DB00617,6,DB00238
DB00339,6,DB00238
DB00744,6,DB00564
DB01026,6,DB01201
DB01028,6,DB01201
DB01029,6,DB01201
DB00528,6,DB00418
DB00988,6,DB01320
DB06595,6,DB00564
DB00988,6,DB00564
DB11915,6,DB01201
DB00987,6,DB00564
DB00637,6,DB00564
DB00983,6,DB00564
DB01588,6,DB00564
DB01589,6,DB00564
DB00884,6,DB00312
DB01118,6,DB01201
DB00296,6,DB00564
DB00889,6,DB00312
DB01114,6,DB01201
DB01115,6,DB01201
DB01587,6,DB00564
DB08877,6,DB01320
DB01351,6,DB01045
DB00655,6,DB00238
DB08868,6,DB01201
DB01026,6,DB00564
DB00199,6,DB00238
DB00185,6,DB00564
DB04841,6,DB00312
DB00889,6,DB00238
DB00471,6,DB00418
DB00857,6,DB00418
DB00169,6,DB00564
DB01200,6,DB01201
DB00444,6,DB00238
DB08439,6,DB00418
DB01349,6,DB00564
DB00983,6,DB00418
DB00312,6,DB01220
DB00988,6,DB00418
DB00458,6,DB00418
DB04846,6,DB00564
DB05246,6,DB01045
DB06595,6,DB00238
DB00783,6,DB00418
DB06739,6,DB00418
DB00328,6,DB01601
DB12267,6,DB00312
DB06228,6,DB00564
DB01008,6,DB00238
DB01076,6,DB00418
DB01074,6,DB00418
DB08439,6,DB01320
DB00482,6,DB01045
DB00175,6,DB00559
DB06282,6,DB00238
DB12267,6,DB00418
DB00799,6,DB01201
DB00745,6,DB00312
DB00612,6,DB00238
DB00889,6,DB01320
DB00153,6,DB01201
DB13179,6,DB01201
DB00883,6,DB01320
DB01351,6,DB01220
DB11817,6,DB01045
DB01601,6,DB01201
DB05541,6,DB01320
DB06702,6,DB00564
DB01424,6,DB01320
DB00264,6,DB01045
DB00799,6,DB01045
DB06803,6,DB01201
DB01587,6,DB00312
DB08893,6,DB00312
DB01589,6,DB00312
DB01588,6,DB00312
DB01221,6,DB00418
DB00647,6,DB01320
DB00318,6,DB01045
DB03756,6,DB00418
DB00643,6,DB01045
DB00641,6,DB01045
DB00316,6,DB01045
DB00647,6,DB01045
DB01118,6,DB00238
DB01427,6,DB00474
DB01054,6,DB00312
DB06694,6,DB00312
DB00869,6,DB01045
DB00564,6,DB01201
DB01418,6,DB01351
DB00567,6,DB01201
DB00396,6,DB01320
DB00877,6,DB00238
DB00683,6,DB00238
DB06700,6,DB01320
DB06702,6,DB01320
DB00898,6,DB01201
DB00622,6,DB00312
DB01587,6,DB00238
DB01126,6,DB00312
DB11921,6,DB00564
DB00412,6,DB01201
DB00418,6,DB01201
DB00347,6,DB00238
DB00264,6,DB01320
DB00969,6,DB01201
DB06739,6,DB00312
DB06725,6,DB00564
DB00307,6,DB01320
DB08439,6,DB00564
DB06144,6,DB01320
DB06145,6,DB01320
DB06738,6,DB00312
DB08931,6,DB00418
DB01120,6,DB00418
DB01240,6,DB00564
DB00799,6,DB00564
DB01192,6,DB00312
DB05381,6,DB00418
DB08922,6,DB01045
DB00612,6,DB01045
DB09227,6,DB00849
DB00755,6,DB00564
DB00296,6,DB00238
DB00751,6,DB00564
DB00758,6,DB00564
DB11921,6,DB01320
DB00418,6,DB01220
DB01229,6,DB00418
DB00863,6,DB01045
DB04946,6,DB01320
DB09227,6,DB00474
DB00620,6,DB00564
DB00622,6,DB00564
DB00991,6,DB00564
DB00625,6,DB00564
DB00949,6,DB01045
DB01183,6,DB01320
DB00543,6,DB00312
DB00544,6,DB00312
DB00546,6,DB00312
DB00749,6,DB01045
DB01098,6,DB00312
DB12332,6,DB01201
DB06738,6,DB01045
DB01069,6,DB00564
DB01261,6,DB00418
DB01186,6,DB01320
DB09232,6,DB01154
DB00884,6,DB00849
DB00250,6,DB01220
DB00850,6,DB00418
DB01248,6,DB00564
DB01012,6,DB00564
DB06708,6,DB00564
DB00528,6,DB00238
DB00371,6,DB00564
DB00377,6,DB00564
DB11613,6,DB00238
DB00458,6,DB00849
DB00178,6,DB00564
DB01039,6,DB01045
DB01154,6,DB00564
DB01036,6,DB01045
DB00177,6,DB00564
DB00943,6,DB00312
DB06789,6,DB01201
DB08798,6,DB01201
DB00991,6,DB00418
DB00440,6,DB00418
DB00661,6,DB01045
DB06739,6,DB01045
DB00289,6,DB00564
DB08877,6,DB01045
DB00281,6,DB00564
DB01253,6,DB00238
DB01151,6,DB00564
DB01621,6,DB00564
DB09477,6,DB00564
DB00514,6,DB00238
DB00518,6,DB00238
DB01392,6,DB00564
DB01126,6,DB01320
DB01120,6,DB01320
DB01016,6,DB00238
DB00898,6,DB00238
DB01129,6,DB01320
DB01261,6,DB00564
DB00498,6,DB01045
DB00499,6,DB01045
DB00976,6,DB00238
DB01068,6,DB00238
DB12332,6,DB00564
DB08877,6,DB00238
DB00496,6,DB01045
DB01248,6,DB01201
DB00784,6,DB01201
DB00783,6,DB01201
DB00788,6,DB01201
DB00546,6,DB01320
DB01708,6,DB00238
DB00724,6,DB01320
DB01410,6,DB01201
DB00603,6,DB00312
DB07615,6,DB00312
DB08860,6,DB00564
DB01242,6,DB00418
DB00471,6,DB00312
DB00278,6,DB01045
DB04876,6,DB00564
DB00784,6,DB01045
DB00783,6,DB01045
DB00788,6,DB01045
DB01095,6,DB00559
DB00682,6,DB01437
DB01708,6,DB01320
DB01264,6,DB00312
DB01256,6,DB01320
DB01253,6,DB01320
DB00307,6,DB01045
DB00870,6,DB01045
DB00877,6,DB01045
DB00559,6,DB01201
DB11737,6,DB00564
DB01050,6,DB00418
DB01196,6,DB01045
DB00471,6,DB01320
DB00477,6,DB01320
DB00471,6,DB00238
DB00620,6,DB01045
DB00983,6,DB00312
DB01136,6,DB00312
DB08992,6,DB00418
DB06282,6,DB00564
DB01138,6,DB00312
DB01551,6,DB00312
DB00921,6,DB00238
DB00850,6,DB00312
DB00278,6,DB01320
DB00778,6,DB00564
DB01054,6,DB01154
DB01232,6,DB00312
DB06739,6,DB00564
DB06155,6,DB00564
DB05246,6,DB01601
DB01192,6,DB01045
DB00589,6,DB01320
DB06210,6,DB00418
DB09232,6,DB00849
DB09231,6,DB00849
DB09236,6,DB00849
DB00281,6,DB00238
DB01200,6,DB01045
DB00717,6,DB00312
DB11915,6,DB01320
DB11362,6,DB01320
DB00396,6,DB00312
DB00502,6,DB00418
DB00404,6,DB00312
DB00617,6,DB00564
DB08868,6,DB01045
DB00153,6,DB00312
DB00613,6,DB00564
DB01392,6,DB01201
DB00969,6,DB00564
DB11362,6,DB00418
DB00784,6,DB00418
DB01241,6,DB00238
DB00377,6,DB00312
DB01171,6,DB01201
DB01173,6,DB01201
DB01175,6,DB01201
DB01177,6,DB01201
DB00843,6,DB00312
DB01098,6,DB00418
DB13179,6,DB01045
DB00496,6,DB00238
DB00613,6,DB00418
DB06267,6,DB01201
DB06268,6,DB01201
DB09080,6,DB00564
DB01221,6,DB00238
DB00381,6,DB00564
DB00381,6,DB00312
DB00313,6,DB01201
DB00312,6,DB01201
DB00316,6,DB01201
DB01216,6,DB00238
DB00468,6,DB00238
DB01028,6,DB01045
DB01029,6,DB01045
DB00918,6,DB00564
DB13874,6,DB00238
DB01026,6,DB01045
DB00617,6,DB01320
DB00977,6,DB00312
DB09296,6,DB01320
DB00757,6,DB01045
DB08918,6,DB00312
DB00751,6,DB01045
DB00546,6,DB00564
DB00543,6,DB00564
DB00753,6,DB01045
DB00227,6,DB01201
DB09396,6,DB00564
DB00222,6,DB01201
DB00758,6,DB01320
DB13874,6,DB01045
DB04572,6,DB00312
DB01132,6,DB01320
DB06725,6,DB00418
DB01136,6,DB01320
DB00316,6,DB00238
DB01296,6,DB01601
DB01138,6,DB01320
DB05541,6,DB00312
DB01016,6,DB00418
DB00987,6,DB01045
DB00850,6,DB00238
DB08931,6,DB01201
DB01076,6,DB00312
DB01138,6,DB00564
DB05246,6,DB00564
DB00717,6,DB01320
DB00863,6,DB01320
DB01628,6,DB01320
DB00869,6,DB01320
DB09396,6,DB00238
DB00203,6,DB01045
DB00201,6,DB01045
DB00207,6,DB01045
DB06267,6,DB00312
DB00208,6,DB01045
DB00907,6,DB00564
DB01261,6,DB00238
DB06654,6,DB00312
DB00906,6,DB00564
DB00706,6,DB00238
DB00705,6,DB00238
DB00701,6,DB00238
DB09090,6,DB00312
DB08877,6,DB00564
DB00665,6,DB01045
DB00665,6,DB01320
DB00564,6,DB00312
DB01232,6,DB01201
DB01240,6,DB01320
DB01241,6,DB01320
DB01242,6,DB01320
DB01708,6,DB00312
DB08798,6,DB00564
DB00849,6,DB01045
DB11575,6,DB01045
DB00518,6,DB01045
DB00514,6,DB01045
DB00843,6,DB01045
DB00546,6,DB01201
DB00544,6,DB01201
DB00683,6,DB01045
DB00682,6,DB01045
DB06803,6,DB01045
DB00863,6,DB00564
DB06712,6,DB00418
DB11915,6,DB00564
DB00814,6,DB00238
DB00814,6,DB00312
DB00980,6,DB00238
DB06725,6,DB01201
DB01242,6,DB00474
DB06708,6,DB00238
DB06148,6,DB00238
DB01244,6,DB00474
DB06145,6,DB00238
DB06144,6,DB00238
DB01229,6,DB01320
DB13179,6,DB00312
DB00987,6,DB00238
DB00949,6,DB01201
DB00947,6,DB01201
DB00945,6,DB01201
DB00943,6,DB01201
DB00285,6,DB01320
DB06712,6,DB01154
DB00281,6,DB01320
DB00924,6,DB00238
DB00289,6,DB01320
DB00724,6,DB00312
DB09262,6,DB01201
DB00531,6,DB01320
DB01215,6,DB01045
DB00757,6,DB00564
DB04871,6,DB01320
DB01357,6,DB01201
DB11737,6,DB01045
DB01392,6,DB00312
DB01418,6,DB00849
DB09230,6,DB00849
DB00458,6,DB01154
DB04846,6,DB01201
DB09238,6,DB01351
DB09231,6,DB01351
DB09230,6,DB01351
DB09232,6,DB01351
DB09236,6,DB01351
DB00696,6,DB00564
DB01588,6,DB01201
DB01132,6,DB00238
DB00691,6,DB00564
DB01431,6,DB01320
DB00281,6,DB00418
DB06789,6,DB01045
DB00285,6,DB00418
DB00884,6,DB00474
DB01028,6,DB00418
DB00983,6,DB01045
DB00514,6,DB00418
DB04946,6,DB00238
DB00404,6,DB00238
DB09230,6,DB01154
DB09231,6,DB01154
DB09236,6,DB01154
DB00604,6,DB00564
DB09238,6,DB01154
DB01551,6,DB00564
DB01142,6,DB01201
DB00381,6,DB00238
DB00401,6,DB00238
DB01244,6,DB00418
DB08827,6,DB01045
DB01216,6,DB01045
DB00604,6,DB00418
DB09090,6,DB01154
DB00706,6,DB00312
DB01142,6,DB00418
DB00705,6,DB00312
DB00772,6,DB00564
DB00701,6,DB00312
DB00396,6,DB00564
DB00393,6,DB00564
DB06739,6,DB01320
DB00307,6,DB01201
DB00153,6,DB00564
DB00490,6,DB00238
DB01012,6,DB01045
DB01015,6,DB01045
DB00969,6,DB00312
DB00468,6,DB00418
DB01097,6,DB01201
DB01095,6,DB01201
DB13874,6,DB00418
DB01098,6,DB01201
DB05541,6,DB00238
DB00943,6,DB00418
DB00531,6,DB00418
DB00234,6,DB01201
DB06700,6,DB00238
DB01039,6,DB00238
DB00371,6,DB01601
DB00231,6,DB01201
DB05541,6,DB00564
DB00543,6,DB00849
DB00628,6,DB00564
DB01029,6,DB00418
DB00472,6,DB01045
DB00918,6,DB01320
DB06710,6,DB00312
DB06738,6,DB00418
DB00911,6,DB01320
DB00980,6,DB01220
DB00474,6,DB01045
DB00475,6,DB01045
DB08922,6,DB01201
DB00477,6,DB01045
DB00471,6,DB01045
DB00641,6,DB00418
DB11817,6,DB00238
DB09396,6,DB01320
DB00333,6,DB00705
DB00911,6,DB01201
DB06738,6,DB01320
DB00701,6,DB01320
DB00870,6,DB01320
DB01431,6,DB01201
DB01435,6,DB01201
DB00924,6,DB01351
DB00997,6,DB00564
DB01097,6,DB01320
DB00213,6,DB01045
DB00214,6,DB01045
DB01628,6,DB00238
DB01621,6,DB00238
DB00678,6,DB01320
DB00679,6,DB01320
DB09396,6,DB00312
DB00672,6,DB01320
DB01142,6,DB00849
DB05381,6,DB00564
DB00679,6,DB01045
DB00850,6,DB01045
DB00502,6,DB01045
DB00706,6,DB01320
DB00696,6,DB01045
DB11613,6,DB01201
DB00458,6,DB01320
DB01183,6,DB00418
DB01142,6,DB00312
DB00546,6,DB00238
DB00499,6,DB00238
DB00802,6,DB00238
DB08860,6,DB00418
DB00924,6,DB00474
DB12161,6,DB00312
DB01621,6,DB00312
DB06155,6,DB01045
DB09090,6,DB00849
DB00440,6,DB01201
DB06155,6,DB00238
DB00444,6,DB01201
DB09090,6,DB00418
DB00938,6,DB01201
DB00932,6,DB01201
DB00936,6,DB01201
DB00683,6,DB01201
DB00682,6,DB01201
DB00296,6,DB01320
DB00751,6,DB00312
DB00932,6,DB00238
DB04572,6,DB00564
DB00604,6,DB00238
DB01216,6,DB00312
DB09227,6,DB01351
DB00843,6,DB01201
DB00593,6,DB01201
DB00849,6,DB01201
DB01466,6,DB00312
DB06403,6,DB00564
DB01097,6,DB00418
DB09262,6,DB01045
DB06742,6,DB01045
DB00870,6,DB00564
DB09238,6,DB00474
DB06268,6,DB01320
DB06267,6,DB01320
DB09232,6,DB00474
DB00281,6,DB01201
DB09230,6,DB00474
DB09231,6,DB00474
DB00321,6,DB01351
DB11921,6,DB00312
DB00943,6,DB00564
DB00175,6,DB00312
DB00947,6,DB00564
DB05381,6,DB00312
DB06710,6,DB00564
DB00318,6,DB00312
DB00359,6,DB00312
DB00604,6,DB00312
DB01154,6,DB01201
DB00396,6,DB00238
DB00356,6,DB01045
DB00499,6,DB00564
DB08868,6,DB00238
DB00492,6,DB00564
DB00281,6,DB00312
DB00497,6,DB00564
DB00496,6,DB00564
DB00778,6,DB00312
DB01551,6,DB01320
DB01227,6,DB01045
DB00701,6,DB00564
DB01222,6,DB01045
DB00706,6,DB00564
DB00705,6,DB00564
DB00924,6,DB01154
DB00822,6,DB00564
DB00339,6,DB01201
DB00911,6,DB00312
DB01002,6,DB01045
DB04898,6,DB00564
DB01008,6,DB01045
DB01009,6,DB01045
DB00246,6,DB00238
DB01190,6,DB01045
DB01085,6,DB01201
DB00240,6,DB00238
DB00248,6,DB00238
DB00498,6,DB00418
DB00593,6,DB00312
DB00701,6,DB00418
DB00373,6,DB00564
DB00250,6,DB00418
DB00835,6,DB00564
DB00969,6,DB00418
